40.77180047	-73.98216853
40.77169019	-73.97927307
40.77151776	-73.98215055
40.77129569	-73.9839305
40.77171576	-73.98485464
40.77097979	-73.9821507
40.77180047	-73.98216853
40.77097979	-73.9821507
40.77178076	-73.97919361
40.77098253	-73.98213987
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77180047	-73.98216853
40.77139424	-73.98215781
40.77197022	-73.97961958
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77139424	-73.98215781
40.77097979	-73.9821507
40.77139424	-73.98215781
40.7709496	-73.98215793
40.77151501	-73.98217222
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77178076	-73.97919361
40.77178076	-73.97919361
40.7709496	-73.98215793
40.77144656	-73.98325172
40.7709496	-73.98215793
40.77166933	-73.98669592
40.77166933	-73.98669592
40.7709496	-73.98215793
40.7709496	-73.98215793
40.7709496	-73.98215793
40.7714679	-73.97942477
40.7714679	-73.97942477
40.77139424	-73.98215781
40.77178076	-73.97919361
40.77120229	-73.9833276
40.77151501	-73.98217222
40.77151501	-73.98217222
40.77165753	-73.98085802
40.7709357	-73.98107845
